sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
29,64,01,2071.83,926.0,1919.62,1.45
87,101,02,921.26,652.94,773.68,1.77
41,4,01,2755.52,521.78,2705.17,1.21
88,8,01,2500.85,865.1,2369.86,1.38
29,35,03,1792.99,862.69,1641.16,1.49
84,81,01,342.57,482.14,151.84,4.37
86,61,01,607.38,413.72,538.77,1.56
28,45,03,884.55,498.0,795.41,1.56
85,71,01,2467.9,1479.46,2184.34,1.58
18,84,01,3504.71,1160.38,3300.2,1.43
25,75,03,1421.65,922.83,1218.94,1.7
88,41,01,1157.3,665.92,1052.74,1.49
48,81,01,1177.26,908.99,912.46,2.08
49,71,01,573.76,452.73,455.95,1.98
5,89,03,2500.36,1137.76,2277.07,1.54
9,49,03,1262.67,729.19,1117.48,1.61
27,84,01,2429.01,1430.18,2090.61,1.73
7,69,03,1829.39,913.07,1634.72,1.61
47,91,01,1090.15,679.5,919.22,1.82
27,55,03,479.91,408.67,383.69,1.89
6,79,03,1866.79,1019.92,1672.61,1.57
62,1,01,1632.45,740.55,1504.0,1.47
4,99,03,2762.01,994.48,2600.46,1.41
84,62,02,964.73,987.68,704.85,2.14
83,91,01,1341.8,704.84,1214.71,1.53
24,85,03,2831.04,1629.55,2484.7,1.63
93,105,01,2671.87,1343.18,2444.78,1.49
89,12,02,1390.03,886.94,1205.92,1.67
54,92,02,2123.76,821.79,1998.53,1.4
57,62,02,959.9,921.59,695.55,2.23
17,107,03,2904.21,1393.34,2661.87,1.49
56,72,02,969.09,623.48,807.14,1.89
81,92,02,208.85,233.63,160.14,1.97
58,52,02,1007.02,376.28,933.94,1.54
47,71,03,2312.12,1137.93,2114.64,1.49
46,81,03,1461.42,821.87,1312.6,1.55
55,82,02,418.8,412.17,287.47,2.46
45,91,03,2209.3,1036.0,2003.1,1.56
73,105,03,1879.48,856.92,1725.14,1.49
48,61,03,1910.8,995.88,1717.89,1.56
13,4,02,2754.46,1482.98,2497.81,1.51
60,1,03,1498.56,779.02,1374.22,1.47
82,105,03,1998.89,987.1,1823.02,1.5
26,65,03,2091.02,1414.63,1725.94,1.86
88,22,02,1099.89,805.55,904.1,1.82
73,29,01,2052.11,874.82,1905.47,1.45
58,42,03,2971.42,913.8,2838.68,1.35
57,52,03,2247.11,844.34,2113.91,1.41
70,59,01,485.97,277.85,411.36,1.9
53,92,03,1078.14,677.66,920.87,1.74
72,39,01,943.28,797.89,767.32,1.81
55,72,03,1347.71,708.55,1198.05,1.62
82,82,02,483.61,655.16,202.82,3.88
71,49,01,516.47,463.52,386.62,2.1
54,82,03,2634.23,891.27,2496.77,1.38
74,19,01,1619.45,541.43,1540.81,1.36
56,62,03,902.11,761.22,704.12,2.04
32,10,01,764.11,505.55,650.95,1.7
31,20,01,662.39,559.01,525.51,1.92
30,30,01,522.26,646.84,310.21,2.83
65,105,02,1991.15,850.41,1860.36,1.42
76,24,03,1851.38,792.07,1693.39,1.55
77,14,03,2487.97,1136.07,2302.09,1.46
75,34,03,1391.47,706.45,1282.43,1.46
72,64,03,830.8,468.95,744.69,1.56
56,63,02,211.13,338.6,100.72,3.27
53,93,02,1748.11,1019.56,1534.85,1.63
70,84,03,1735.79,858.66,1576.4,1.53
86,42,02,783.91,700.56,593.24,2.12
58,43,02,509.6,332.03,431.66,1.82
106,28,02,1827.41,1192.08,1486.2,1.92
55,73,02,353.09,443.36,200.91,2.97
53,47,03,1703.37,1059.57,1469.69,1.7
55,27,03,747.12,513.1,616.6,1.89
56,17,03,1841.34,1002.72,1647.5,1.57
88,30,03,1915.12,1058.86,1686.52,1.64
87,40,03,1903.75,853.88,1734.06,1.54
101,78,02,782.04,385.01,731.97,1.41
85,60,03,1868.11,1062.86,1639.39,1.65
90,48,01,981.76,624.25,842.51,1.75
52,57,03,2363.72,832.76,2230.05,1.41
84,70,03,1539.44,823.46,1371.02,1.6
91,38,01,1679.62,847.43,1538.26,1.52
57,53,02,958.44,886.38,724.45,2.1
84,27,01,2166.43,1595.33,1761.97,1.85
86,50,03,1326.51,996.5,1112.84,1.75
93,18,01,2207.79,1125.95,2021.2,1.49
82,47,01,2152.29,1086.62,1945.32,1.55
83,80,03,302.29,282.51,256.76,1.67
50,77,03,1084.18,758.96,917.53,1.74
99,6,01,2383.0,1208.56,2147.12,1.56
104,48,02,2382.06,1081.35,2183.09,1.51
82,90,03,2031.68,1044.86,1827.99,1.56
92,28,01,1608.0,1067.1,1313.18,1.9
47,54,02,358.99,444.51,244.73,2.6
46,64,02,510.97,438.19,417.13,1.79
44,84,02,2079.03,1127.31,1814.76,1.74
100,88,02,1274.86,896.63,1060.23,1.8
48,44,02,863.92,539.32,757.74,1.62
43,94,02,2157.9,800.85,2017.54,1.44
49,104,01,2673.9,1377.55,2457.8,1.46
36,106,03,1818.18,1102.69,1615.22,1.57
102,68,02,1520.79,999.18,1257.33,1.87
49,34,02,2058.39,864.49,1906.34,1.47
66,53,02,485.42,375.51,398.67,1.8
65,63,02,1330.43,895.76,1123.92,1.77
64,73,02,623.3,608.97,402.4,2.83
62,93,02,1540.91,839.3,1373.59,1.59
81,57,01,561.22,617.47,346.18,2.78
76,44,01,2487.4,1100.75,2290.88,1.48
63,83,02,594.44,455.73,485.86,1.83
88,101,01,1546.68,899.05,1367.99,1.6
67,43,02,1286.7,524.24,1214.65,1.37
83,37,01,1090.87,498.83,987.24,1.56
103,58,02,1712.42,777.57,1560.58,1.54
83,106,01,757.94,540.58,654.64,1.67
79,14,01,2234.32,930.62,2085.22,1.43
77,34,01,1242.98,575.02,1151.38,1.45
26,107,03,2337.81,1269.37,2085.28,1.58
107,18,02,3040.63,974.07,2893.83,1.37
105,106,03,2622.13,911.4,2484.78,1.38
65,44,03,1170.26,708.15,1031.89,1.61
60,94,03,1491.97,898.56,1302.64,1.65
61,84,03,2001.72,1077.65,1769.82,1.63
66,34,03,2019.83,835.49,1882.79,1.44
72,84,01,1169.31,1080.56,870.49,2.1
89,98,03,518.97,484.84,353.71,2.54
68,14,03,2889.46,1244.36,2680.72,1.46
63,64,03,1213.32,780.36,1039.62,1.73
1,26,01,1937.99,1004.96,1735.87,1.61
35,39,02,1109.29,693.5,957.87,1.69
36,29,02,2318.6,1063.54,2126.08,1.49
68,102,02,1517.15,900.33,1340.19,1.61
30,89,02,1567.73,963.9,1316.27,1.84
75,63,01,396.88,400.98,324.33,1.75
31,79,02,1705.46,1342.05,1420.01,1.77
73,83,01,882.97,561.96,776.53,1.61
34,49,02,2011.13,586.41,1934.48,1.32
77,43,01,1970.55,1118.84,1728.07,1.69
37,19,02,2168.1,1009.19,2005.31,1.44
72,93,01,1109.05,754.45,962.06,1.64
76,53,01,2375.83,1250.7,2093.63,1.65
2,25,01,2445.32,1253.6,2182.28,1.63
3,15,01,1537.79,691.8,1410.9,1.59
1,35,01,2127.64,877.36,1956.14,1.52
93,62,02,2095.62,983.47,1865.66,1.66
92,72,02,1010.31,719.17,862.83,1.72
91,82,02,1883.35,797.74,1750.39,1.45
96,32,02,2474.47,1078.33,2274.23,1.5
90,92,02,1517.96,815.99,1347.06,1.62
100,4,02,2530.7,824.44,2395.7,1.4
60,3,01,1894.46,724.1,1787.14,1.39
45,93,01,1741.65,898.11,1571.66,1.56
29,90,02,1213.82,728.08,1058.91,1.66
50,10,01,2174.54,1181.09,1975.64,1.5
47,73,01,2450.96,1154.35,2261.09,1.46
46,106,02,1836.34,931.99,1683.15,1.48
107,46,01,1734.14,1089.05,1516.44,1.63
103,86,01,2036.98,686.61,1940.48,1.35
102,96,01,721.48,489.45,608.79,1.78
75,103,03,2398.74,980.58,2231.49,1.45
91,29,01,1636.26,875.45,1465.52,1.58
90,39,01,1647.7,848.33,1465.24,1.62
104,56,03,2291.51,932.28,2131.73,1.45
101,86,03,1046.63,667.25,902.23,1.7
28,107,01,1667.94,1237.19,1342.06,1.91
100,96,03,1100.49,893.12,857.12,2.03
92,19,01,1767.36,1083.46,1543.71,1.63
106,36,03,1964.41,951.16,1779.96,1.55
107,82,01,1225.69,864.83,1044.8,1.7
106,92,01,260.7,378.37,101.66,4.7
107,26,03,2192.34,1178.48,1949.17,1.61
46,83,01,1172.58,658.08,1061.81,1.51
102,76,03,1064.05,587.62,949.15,1.61
96,22,03,1431.49,857.24,1256.17,1.62
92,62,03,1325.73,813.42,1138.61,1.74
93,52,03,2429.71,619.57,2360.42,1.27
105,46,03,1665.23,723.54,1557.01,1.42
91,72,03,1988.24,1307.91,1717.5,1.68
90,82,03,2055.58,983.13,1885.21,1.49
106,56,01,1418.99,788.17,1268.45,1.58
48,63,01,1511.43,973.61,1296.77,1.7
6,4,03,243.25,273.94,165.41,2.41
9,85,03,2572.47,1138.85,2371.77,1.48
104,76,01,2010.49,735.19,1902.75,1.39
17,76,01,1929.5,818.26,1761.94,1.56
30,6,01,1126.32,591.11,1029.71,1.48
15,96,01,1624.91,1018.96,1392.86,1.7
19,56,01,1727.24,871.15,1586.64,1.47
49,53,01,674.31,510.59,552.44,1.87
17,84,02,2958.98,962.2,2793.4,1.43
19,64,02,2673.57,1138.83,2472.79,1.47
5,12,02,754.26,494.54,633.05,1.89
2,42,02,1700.24,819.74,1510.27,1.66
4,22,02,1128.81,617.11,1023.95,1.51
84,103,03,1917.78,986.29,1731.01,1.55
67,9,03,3356.3,1095.62,3200.45,1.35
73,81,03,1118.24,709.95,974.81,1.65
75,61,03,769.08,487.35,693.15,1.51
71,92,03,908.61,628.53,773.47,1.71
77,32,03,1572.26,711.85,1457.49,1.45
79,12,03,1563.49,928.47,1358.66,1.69
78,22,03,3271.42,1169.08,3118.72,1.34
77,41,03,2092.09,1187.75,1882.35,1.54
76,42,03,1631.98,744.27,1485.41,1.55
2,41,03,2110.95,681.02,2015.44,1.35
73,72,03,1087.57,674.09,946.52,1.67
72,91,03,1861.32,951.28,1684.52,1.55
72,82,03,550.94,344.26,495.98,1.53
5,11,03,680.07,603.49,436.4,2.99
87,100,03,1790.49,1081.41,1570.41,1.62
63,75,01,650.98,573.67,494.88,2.08
69,15,01,1240.22,629.57,1126.95,1.51
66,45,01,316.51,313.33,230.75,2.27
64,65,01,1906.39,1168.99,1628.16,1.75
62,85,01,2523.49,1580.97,2231.42,1.59
65,55,01,1599.3,975.43,1401.81,1.63
68,25,01,1299.55,858.82,1127.37,1.66
41,2,03,2622.56,948.41,2479.36,1.39
29,62,03,1413.29,933.65,1233.31,1.61
28,72,03,1362.84,705.54,1230.79,1.56
27,82,03,437.93,400.99,367.12,1.66
90,74,02,1362.87,615.04,1234.32,1.6
93,44,02,2656.91,1272.23,2388.63,1.58
26,92,03,2111.92,1056.99,1932.39,1.49
96,14,02,2901.56,1006.91,2749.16,1.38
91,64,02,2142.88,848.52,2001.06,1.44
104,93,02,1922.65,834.56,1791.85,1.43
106,73,02,1518.54,775.32,1368.63,1.56
105,83,02,2680.13,770.48,2565.75,1.35
107,63,02,1187.08,703.06,1034.82,1.69
57,70,03,1351.51,668.39,1223.14,1.55
59,50,03,2556.49,755.01,2451.7,1.34
56,80,03,329.23,321.24,252.53,1.96
24,2,02,960.8,684.26,823.51,1.67
55,90,03,2641.65,1206.43,2423.62,1.5
58,60,03,2104.12,1061.02,1894.64,1.61
29,106,01,2181.02,1330.7,1833.81,1.81
31,96,03,2362.23,878.15,2190.38,1.5
32,86,03,1757.11,641.48,1663.59,1.38
33,76,03,1985.6,1039.31,1805.7,1.51
106,54,03,2321.55,1071.29,2105.81,1.56
102,94,03,1201.31,584.58,1075.6,1.63
38,26,03,2484.26,1130.18,2289.93,1.47
103,84,03,2109.77,1017.8,1932.0,1.5
105,64,03,1937.06,639.42,1845.36,1.36
55,106,02,1716.53,866.63,1552.88,1.54
107,44,03,1595.42,999.64,1372.27,1.69
36,46,03,396.31,383.75,287.14,2.39
35,56,03,1309.14,898.8,960.94,2.53
80,49,01,693.89,564.87,549.63,1.98
81,39,01,1138.37,853.73,934.22,1.84
82,29,01,1945.12,975.5,1759.98,1.54
37,36,03,955.75,521.47,838.63,1.67
83,19,01,1995.51,1225.2,1739.17,1.64
7,10,02,1678.14,772.66,1547.77,1.47
4,40,02,2169.39,899.12,2015.67,1.45
34,66,03,2472.57,976.84,2312.05,1.43
6,20,02,1579.07,1186.39,1375.18,1.6
5,30,02,1216.88,635.5,1096.31,1.57
39,16,03,1695.81,619.98,1585.65,1.46
3,50,02,2187.31,922.69,2038.2,1.44
2,60,02,2231.92,1147.3,1965.6,1.69
20,5,03,2520.48,1131.83,2308.52,1.51
106,91,02,895.5,534.62,806.61,1.53
107,81,02,366.57,407.62,214.96,3.09
24,86,02,1479.16,996.73,1295.85,1.6
25,76,02,2378.52,1185.98,2130.96,1.59
29,36,02,2042.83,988.0,1869.16,1.49
27,56,02,1381.44,740.97,1214.74,1.68
91,106,02,828.53,543.47,733.24,1.56
26,66,02,1813.43,1254.84,1546.34,1.7
96,7,03,1856.97,979.41,1667.32,1.56
28,46,02,1670.89,789.54,1531.75,1.49
86,41,03,1961.35,1024.87,1781.53,1.52
84,61,03,1585.49,918.62,1417.59,1.56
89,11,03,1475.04,893.2,1293.58,1.63
85,51,03,1330.81,621.59,1200.63,1.57
81,91,03,1088.81,659.85,971.48,1.56
83,71,03,402.92,463.46,327.78,1.77
82,81,03,874.18,648.01,734.44,1.74
68,9,02,1324.32,779.41,1175.96,1.6
106,83,01,1018.87,676.26,876.57,1.71
107,73,01,1424.17,944.42,1236.32,1.65
105,93,01,2512.14,1031.76,2337.49,1.45
47,62,03,2009.3,1151.99,1766.74,1.64
49,42,03,389.45,420.62,250.34,2.8
76,35,01,1799.43,1034.34,1574.86,1.68
46,72,03,1378.21,724.65,1239.54,1.57
71,85,01,2227.25,994.99,2075.76,1.42
45,82,03,1292.27,742.61,1144.77,1.62
38,90,02,1819.03,895.87,1664.26,1.52
72,75,01,181.28,344.63,98.17,2.85
39,80,02,1116.57,805.29,952.76,1.71
48,52,03,2120.96,805.49,1986.83,1.43
75,45,01,703.64,506.37,592.38,1.77
4,6,03,239.47,276.91,150.32,2.6
70,95,01,1654.48,671.5,1546.39,1.43
104,107,03,1177.87,675.08,1049.88,1.59
77,25,01,1605.77,1146.89,1361.45,1.72
44,92,03,1648.69,1026.96,1423.2,1.67
58,9,03,2670.66,998.71,2526.79,1.37
66,80,02,724.13,525.76,619.06,1.7
67,70,02,1003.98,493.99,905.33,1.65
65,90,02,1260.04,775.49,1083.67,1.72
78,15,01,3431.13,1410.25,3195.46,1.44
68,60,02,415.89,452.12,279.21,2.64
69,50,02,905.8,438.16,836.25,1.46
73,65,01,1773.36,1057.56,1543.62,1.67
54,106,03,2320.56,860.52,2190.13,1.39
48,80,02,1605.16,976.6,1396.52,1.67
47,90,02,423.93,396.1,276.73,2.87
64,83,01,1044.25,696.24,875.75,1.8
66,63,01,111.39,292.99,62.0,2.67
68,43,01,1834.55,857.77,1666.78,1.54
65,73,01,1563.31,989.27,1360.39,1.64
63,93,01,1317.78,876.4,1110.4,1.8
98,89,03,742.21,851.0,403.75,3.47
99,79,03,1136.09,725.07,979.99,1.7
82,36,03,628.76,573.68,495.27,1.95
83,26,03,1368.85,869.16,1200.55,1.64
81,46,03,1144.13,719.62,1024.22,1.54
84,16,03,3185.37,1075.75,3010.31,1.4
80,56,03,406.76,396.63,316.49,1.95
7,96,03,2300.05,1091.51,2089.23,1.54
9,76,03,1642.16,725.28,1521.16,1.46
46,46,02,474.1,626.05,243.56,3.31
86,43,01,1951.59,940.22,1774.61,1.52
81,93,01,833.16,576.07,726.21,1.61
47,36,02,2897.44,1241.55,2681.98,1.47
85,53,01,2050.59,1179.53,1830.84,1.57
79,50,01,1431.53,871.5,1248.13,1.65
82,83,01,611.13,448.39,519.11,1.7
56,106,01,1199.14,643.85,1081.03,1.54
77,70,01,2175.76,996.39,1996.55,1.49
45,56,02,712.25,558.27,556.85,2.04
83,73,01,721.09,402.66,650.89,1.52
76,80,01,1712.64,903.27,1506.82,1.75
48,26,02,1627.08,1015.72,1396.81,1.71
89,13,01,2091.72,1110.73,1882.11,1.55
75,90,01,1296.48,821.79,1127.79,1.64
19,107,01,2091.02,1061.49,1880.15,1.58
43,76,02,2755.77,1002.38,2597.92,1.41
84,63,01,1256.14,951.89,1053.82,1.73
78,60,01,2798.91,1318.79,2569.84,1.49
42,86,02,922.02,736.62,756.15,1.86
107,19,01,1736.21,938.74,1538.48,1.62
103,59,01,1381.56,433.38,1330.08,1.3
30,20,02,1637.73,742.66,1499.53,1.51
101,79,01,1154.34,712.26,1015.77,1.61
41,96,02,2474.85,957.5,2293.86,1.51
68,15,02,1113.41,700.67,975.15,1.63
64,55,02,393.41,388.01,267.14,2.71
67,25,02,1933.83,754.89,1819.54,1.4
106,29,01,1603.03,1113.23,1323.25,1.81
60,95,02,1987.88,1110.97,1742.11,1.65
57,105,01,2126.12,931.49,1976.87,1.44
65,62,03,743.09,753.56,536.19,2.21
64,72,03,1167.64,724.54,988.4,1.79
63,82,03,849.61,611.61,696.07,1.87
66,35,02,1836.12,1526.68,1604.27,1.55
69,22,03,1161.89,605.39,1049.83,1.54
26,1,01,1288.78,961.39,1133.68,1.57
62,92,03,954.83,545.91,847.2,1.61
61,85,02,2908.96,1300.08,2666.51,1.51
20,22,01,994.36,677.27,819.85,1.88
68,32,03,2135.84,996.17,1958.44,1.5
104,49,01,2394.98,857.15,2261.36,1.4
63,65,02,1435.34,817.63,1258.65,1.67
34,93,03,1472.89,724.17,1343.31,1.51
36,73,03,250.71,351.27,164.45,2.19
59,103,01,1379.1,459.57,1318.53,1.34
39,43,03,1573.61,760.6,1434.37,1.51
93,61,03,694.69,436.32,600.93,1.69
96,31,03,2208.64,945.18,2025.25,1.52
35,83,03,1484.67,731.11,1337.15,1.58
90,91,03,588.24,450.55,470.64,1.96
10,14,01,421.86,397.89,303.9,2.22
92,71,03,1085.37,723.07,930.29,1.71
91,81,03,1243.75,792.95,1076.56,1.67
11,6,02,637.0,396.36,565.37,1.58
65,45,02,808.44,595.58,670.39,1.82
65,19,01,1409.73,832.0,1239.87,1.62
62,49,01,506.45,570.84,372.59,2.2
38,53,03,1939.93,979.81,1747.49,1.56
64,29,01,2444.9,1163.04,2220.44,1.54
55,107,01,1760.66,905.1,1585.83,1.56
62,75,02,421.21,442.58,314.41,2.14
102,69,01,1592.21,789.02,1431.13,1.58
37,63,03,1118.68,833.95,946.89,1.74
95,41,03,2472.67,712.12,2368.05,1.35
63,39,01,759.51,581.68,608.17,1.93
60,69,01,1108.25,823.14,872.22,2.06
35,48,02,2026.3,1088.8,1768.62,1.69
37,28,02,1643.05,749.78,1514.51,1.47
31,88,02,973.89,734.21,830.42,1.68
33,68,02,1262.79,900.8,1032.77,1.86
39,27,01,669.56,493.64,580.12,1.64
34,77,01,1616.06,686.69,1505.57,1.45
36,57,01,2568.94,1257.41,2319.28,1.56
37,47,01,2324.77,857.01,2197.08,1.39
96,100,03,661.54,536.54,533.33,1.86
105,39,01,1685.43,735.97,1560.2,1.46
83,104,03,1666.25,876.43,1504.38,1.54
100,89,01,1187.12,959.28,954.92,1.89
71,2,01,1888.14,621.5,1798.82,1.36
57,82,01,1684.45,1090.1,1473.14,1.62
56,92,01,960.15,602.27,835.0,1.68
106,106,03,507.67,618.18,287.89,2.97
5,100,02,2049.54,1068.24,1849.57,1.54
10,50,02,2460.77,977.0,2306.1,1.42
36,47,03,2927.07,1215.98,2713.95,1.47
33,77,03,1301.46,557.76,1174.98,1.6
103,85,03,746.19,465.75,644.36,1.72
105,65,03,2448.75,1052.0,2244.26,1.55
38,27,03,2425.26,1025.06,2254.24,1.44
90,94,01,308.1,274.81,242.34,2.06
91,84,01,1118.2,669.91,982.03,1.63
39,17,03,1743.63,760.51,1600.0,1.53
96,34,01,2107.66,1236.99,1874.02,1.58
14,10,02,450.74,457.49,315.14,2.26
93,64,01,840.48,608.02,652.76,2.16
35,57,03,2811.94,1375.01,2532.99,1.58
92,106,02,377.02,535.88,215.61,3.28
15,2,03,566.88,394.0,498.4,1.56
48,82,01,1825.76,1163.49,1594.12,1.64
49,72,01,753.54,595.7,619.66,1.82
47,92,01,1711.23,874.23,1551.89,1.53
95,44,01,2102.7,508.0,2050.15,1.24
106,55,03,1532.78,822.51,1376.29,1.56
62,2,01,1248.16,591.61,1148.12,1.47
12,30,02,347.05,332.15,255.98,2.23
94,25,03,1993.92,891.56,1848.87,1.45
91,55,03,2118.75,925.72,1963.12,1.46
92,45,03,1537.22,892.53,1339.82,1.68
64,56,02,1260.24,849.86,1090.84,1.68
63,66,02,167.03,287.41,94.4,2.82
90,65,03,1367.75,777.61,1193.48,1.69
96,52,01,2270.64,1064.64,2095.78,1.46
93,35,03,1012.0,780.72,858.44,1.7
55,57,01,2242.71,1069.99,2032.18,1.56
52,87,01,679.44,350.5,625.17,1.48
56,47,01,2357.66,888.93,2215.94,1.41
65,83,01,770.36,799.4,580.67,2.0
68,53,01,448.54,489.36,311.09,2.36
53,77,01,607.91,513.28,497.01,1.79
66,73,01,1145.24,708.16,1033.18,1.5
66,36,02,1765.64,575.63,1683.65,1.35
60,79,01,1044.36,697.76,903.4,1.65
57,37,01,1513.65,828.02,1350.51,1.58
64,93,01,349.53,472.41,207.66,2.64
11,40,02,1036.24,685.89,893.84,1.67
95,15,03,2376.63,902.83,2239.44,1.4
104,75,03,1772.83,1033.85,1584.51,1.56
62,76,02,1754.78,829.13,1610.52,1.49
104,76,02,2089.18,759.87,1979.8,1.38
103,86,02,2116.04,724.33,2014.61,1.35
48,105,02,2171.52,982.25,2003.19,1.47
102,96,02,785.09,536.2,653.84,1.83
103,76,03,2180.6,779.38,2076.99,1.35
102,86,03,1206.23,779.49,1037.11,1.71
36,107,03,2062.2,1111.05,1843.21,1.6
106,46,03,1745.98,881.46,1591.42,1.51
106,56,02,1387.79,683.77,1255.36,1.55
104,66,03,2412.87,1123.08,2061.1,2.07
107,46,02,1739.87,971.7,1565.0,1.55
101,96,03,212.96,270.34,97.59,4.36
107,45,03,1417.68,907.66,1195.64,1.79
107,36,03,1878.23,992.95,1681.73,1.57
99,99,02,501.36,691.14,289.91,2.68
102,95,03,749.54,509.49,591.51,2.16
88,9,01,1258.4,943.86,1058.61,1.71
60,96,02,1105.96,870.29,877.22,1.94
61,86,02,800.08,523.46,702.99,1.62
48,19,01,1034.59,669.12,898.89,1.64
45,49,01,335.37,330.39,242.82,2.39
42,79,01,968.37,722.06,813.43,1.75
13,4,03,2246.28,717.56,2121.29,1.43
7,6,01,375.2,312.75,275.64,2.43
44,59,01,1337.91,579.46,1240.0,1.5
46,39,01,958.93,565.81,848.41,1.6
75,17,03,1802.11,959.11,1638.82,1.5
73,37,03,952.46,691.02,819.17,1.66
74,106,02,2054.91,820.21,1928.48,1.4
70,67,03,1075.55,478.71,996.51,1.47
19,48,01,1156.8,703.21,1009.2,1.68
17,68,01,2455.12,1021.33,2283.71,1.45
79,100,03,1094.34,690.18,962.43,1.6
15,88,01,711.37,454.42,640.0,1.5
47,29,01,597.36,444.05,503.47,1.77
71,57,03,1985.64,1036.87,1750.84,1.66
40,99,01,1660.3,1082.14,1384.34,1.82
72,47,03,1773.82,1178.55,1525.84,1.68
30,11,03,605.33,414.14,525.21,1.65
83,55,02,821.15,429.93,740.59,1.56
84,105,02,2280.77,1192.32,2072.03,1.5
81,75,02,320.68,378.35,234.75,2.05
56,106,02,1292.78,747.57,1152.5,1.57
86,25,02,1603.31,993.08,1388.21,1.67
41,89,01,2595.18,1009.94,2434.35,1.42
87,15,02,2912.31,1098.39,2725.47,1.44
82,65,02,1471.05,1005.52,1235.42,1.78
65,46,02,1786.6,1051.52,1581.26,1.62
65,105,03,2019.23,777.86,1896.83,1.42
59,103,02,1364.18,443.57,1282.08,1.62
80,85,02,2210.1,1125.96,1987.27,1.56
57,19,01,1377.32,815.81,1203.0,1.65
53,59,01,2592.08,1073.0,2409.87,1.45
38,105,03,3198.28,1337.38,2963.56,1.47
50,89,01,1211.02,947.12,966.5,1.93
106,73,03,1471.43,785.39,1325.8,1.55
55,39,01,1453.31,798.5,1286.5,1.64
84,45,02,1243.85,1011.04,1003.84,1.87
107,63,03,1190.26,672.27,1036.96,1.68
56,29,01,1805.5,1035.8,1649.67,1.47
104,93,03,1888.98,845.76,1756.87,1.43
6,20,03,1368.81,579.24,1248.25,1.56
7,10,03,1656.37,719.12,1533.88,1.47
4,40,03,2106.89,988.91,1953.83,1.44
22,89,02,1773.62,1140.38,1477.07,1.82
29,19,02,470.64,362.93,370.05,2.05
25,59,02,1917.63,681.81,1814.63,1.38
2,60,03,2133.84,1110.31,1874.22,1.71
85,35,02,3044.79,1465.6,2827.31,1.43
27,39,02,775.65,517.59,677.32,1.65
105,83,03,2478.45,900.37,2343.19,1.38
29,91,02,1857.53,959.32,1648.57,1.64
26,49,02,1313.3,887.56,1120.95,1.73
5,30,03,1122.22,563.38,1022.19,1.53
68,52,02,3134.31,1087.37,2953.41,1.41
64,92,02,1589.45,866.32,1414.13,1.6
78,103,01,635.74,486.19,553.07,1.65
3,50,03,2126.77,817.4,1997.67,1.41
29,106,02,2258.76,1393.8,1895.32,1.82
66,72,02,267.25,325.41,189.74,2.08
15,68,03,1136.42,829.82,941.45,1.79
91,46,03,2484.74,1089.35,2273.73,1.62
3,15,02,1546.97,655.32,1438.01,1.47
93,26,03,889.12,458.04,812.59,1.49
2,25,02,2497.3,1195.53,2283.08,1.51
17,48,03,2794.84,1143.31,2600.85,1.45
1,35,02,2087.75,726.49,1955.26,1.45
19,28,03,745.65,491.68,632.75,1.76
20,12,03,1545.33,786.77,1376.11,1.64
65,82,02,1279.68,808.34,1114.94,1.64
92,36,03,1958.05,991.98,1787.71,1.5
28,29,02,451.25,387.42,352.69,1.98
13,88,03,2684.19,1045.57,2531.91,1.39
90,56,03,2240.63,1084.62,2051.17,1.49
69,42,02,990.15,702.3,822.3,1.8
24,69,02,2045.71,1252.97,1741.68,1.82
12,100,01,1312.69,770.94,1147.99,1.65
100,5,02,2401.47,1250.64,2122.23,1.65
96,102,02,602.2,422.99,518.71,1.67
106,57,01,1079.36,757.0,853.72,2.02
107,47,01,1494.51,788.45,1342.98,1.57
104,77,01,1678.53,731.93,1563.0,1.43
103,87,01,280.58,295.9,176.06,3.0
99,5,03,2594.7,1319.04,2304.14,1.62
55,64,03,328.9,310.47,218.06,2.74
58,34,03,3566.32,1124.36,3408.01,1.34
53,84,03,1052.63,834.27,845.88,1.92
57,44,03,1084.54,661.36,951.21,1.63
10,14,02,433.73,363.92,324.67,2.15
35,1,02,1798.49,1386.53,1474.87,1.79
101,3,03,2983.24,1260.16,2782.15,1.43
69,15,02,1244.59,517.19,1159.49,1.44
65,55,02,1572.7,856.42,1401.06,1.59
62,85,02,2250.98,1058.1,2043.6,1.54
66,45,02,320.41,293.33,237.87,2.25
63,75,02,691.53,571.77,540.97,1.97
27,107,03,2355.67,1251.99,2105.12,1.59
76,103,03,2295.65,893.84,2163.4,1.4
59,102,03,1858.86,749.76,1748.27,1.39
64,65,02,1950.04,1153.09,1685.36,1.71
47,63,03,2129.09,1080.78,1964.0,1.44
49,43,03,2088.31,810.7,1958.24,1.42
48,53,03,985.72,824.78,778.91,1.97
96,8,03,4029.38,1562.46,3775.13,1.43
44,93,03,2234.8,1042.71,2040.1,1.51
45,83,03,818.24,467.53,723.07,1.62
68,25,02,1314.83,827.26,1147.5,1.65
74,91,02,1254.35,515.43,1156.86,1.51
79,41,02,1643.67,808.55,1499.71,1.5
75,81,02,443.72,460.29,327.02,2.12
46,73,03,274.74,262.13,214.73,1.91
46,107,02,1926.65,905.71,1757.04,1.55
76,71,02,1860.77,705.32,1737.85,1.45
